"OID","SRIDU","SRNOM","RMRIDU","Region","KM2","Pop2016","Logement","A014","A1564","A65plus","AgeMoyen","AgeMedian","MaisonIndi","App5Plus","MaisJumule","MaisRangee","AppDuplex","App5Moins","AutreMais","LogMobile","Menage1","MenageMoy","TotFamille","FamMono","RevMedMen","FaibleRev","Immigrant","ImgRec","MinVisible","Proprio","Locataire","PieceLog","LogTailCon","LogTailInc","LogAv60","Log61_80","Log81_90","Log91_00","Log_01_05","Log06_10","Log11_16","ValMedLog","ValMoyLog","LoyerMed","LoyerMoy","HabKm2","Hab1000Km2"
"597","4620601.02","0601.02","462","Montréal",0.440163,4466,1985,21.05,63.16,15.79,38.4,38.3,0,34.09,0.25,0,14.65,51.01,0,0,37.78,2.2,1150,21.3,48864,25.11,52.16,14.29,45.68,37.56,62.44,4.2,83.76,16.24,13.99,43.26,7.89,4.58,2.54,23.41,4.33,275127,395667,790,847,10146.241278799,10.146241278799
"598","4620602.01","0602.01","462","Montréal",0.555301,3809,1656,15.62,57.35,27.17,45.7,47.1,1.21,25.08,0.3,0.3,35.65,36.86,0.6,0,33.23,2.3,1080,19.44,51931,20.03,45.43,7.57,36.03,34.83,65.17,4.8,94.01,5.99,12.31,49.25,9.31,8.71,6.01,4.8,9.61,501039,494323,929,938,6859.34295094012,6.85934295094012
"599","4620602.02","0602.02","462","Montréal",0.633626,2880,1164,19.79,63.37,16.84,39.4,39.3,0.43,0,0.86,0,15.02,83.69,0,0,32.19,2.5,755,21.19,46976,28.75,52.03,15.87,42.33,26.41,73.59,4.7,84.48,15.52,24.78,60.87,8.7,3.91,0,0.87,0.87,571884,594981,797,821,4545.26802877407,4.54526802877407
"600","4620603.03","0603.03","462","Montréal",0.366307,3532,1276,23.9,62.66,13.44,36.4,36.1,0,0,0.39,0,1.18,98.43,0,0,24.31,2.8,935,23.53,50139,25.78,52.76,14.92,58.01,22.57,77.43,4.7,81.08,18.92,17.31,71.92,6.15,3.08,0.77,0,0.77,552774,581624,784,815,9642.18538002277,9.64218538002277
"601","4620604.03","0604.03","462","Montréal",0.509834,3040,1207,18.75,59.87,21.55,41.8,42.2,3.73,0,3.32,0,2.07,90.87,0,0,26.97,2.5,855,21.64,52198,21.38,50.16,9.27,42.33,36.63,63.37,5.2,87.6,12.4,14.17,71.67,10.83,2.5,0,0.83,0,598789,598157,815,837,5962.72512229471,5.96272512229471
"602","4620628.01","0628.01","462","Laval",1.81581,4724,1944,17.35,65.5,17.14,41,42.4,31.62,4.11,14.14,7.71,2.06,40.36,0,0,28.53,2.4,1370,23.36,66048,12.29,20.62,2.13,21.36,63.8,36.2,5.9,96.62,3.38,20.26,61.04,8.05,4.68,1.3,3.12,1.56,300965,350711,730,791,2601.59377908482,2.60159377908482
"603","4620628.02","0628.02","462","Laval",0.840617,3753,1580,17.33,67.47,15.2,39.9,40.6,26.27,0,22.15,5.38,0.32,45.57,0,0.32,31.01,2.4,1070,23.36,61995,12.45,25.43,5.86,26.06,58.62,41.38,5.6,93.73,6.27,11.64,58.81,19.81,5.66,1.89,0.94,1.26,290633,307376,780,821,4464.57780416052,4.46457780416052
"604","4620604.04","0604.04","462","Montréal",0.782453,3468,1338,21.47,62.68,15.85,38.4,38.4,1.5,0,7.89,0,0.38,90.23,0,0,26.49,2.6,980,22.96,51115,22.05,49.5,11.19,44.41,30.37,69.63,5,90.33,9.67,10.7,59.78,22.88,4.8,0.74,1.11,0,699541,672309,815,865,4432.21509790364,4.43221509790364
"605","4620604.05","0604.05","462","Montréal",0.607215,5229,1865,23.61,63.58,12.91,36.9,37.5,6.68,0,4.55,6.68,4.28,77.54,0.27,0,21.98,2.8,1455,19.93,59797,16.46,43.75,8.2,45.65,35.92,64.08,5,88.47,11.53,10.46,62.47,3.22,2.68,8.85,7.77,4.56,599098,578813,802,834,8611.44734566834,8.61144734566834
"606","4620605.03","0605.03","462","Montréal",1.06093,5911,2355,22.34,61.68,16.07,38.3,38.8,1.91,4.89,2.98,0,3.62,86.6,0,0,29.94,2.5,1600,21.88,50368,23.58,45.72,8.91,46.14,29.36,70.64,4.8,89.38,10.62,12.18,64.32,8.55,12.18,2.35,0.43,0,601781,587973,808,821,5571.52686793662,5.57152686793662
"607","4620605.04","0605.04","462","Montréal",1.63013,4907,1915,20.88,61.71,17.41,39.4,39.6,0.26,0.26,12.5,0,13.54,73.44,0,0,26.63,2.6,1375,21.45,56021,17.41,43.49,7.54,38.29,40.58,59.42,5.1,88.22,11.78,12.6,70.6,6.82,8.92,0.52,0,0.52,449507,464321,823,848,3010.18937139983,3.01018937139983
"608","4620605.05","0605.05","462","Montréal",0.591269,2172,848,17.93,60.46,21.38,42.6,43.8,28.65,0,5.85,0,5.85,59.65,0,0,25.44,2.6,625,18.4,60288,13.59,47.25,9.32,42.37,55.69,44.31,5.8,88.02,11.98,26.22,54.27,10.37,5.49,3.66,0,0,500529,535690,821,864,3673.45489109018,3.67345489109018
"609","4620610.05","0610.05","462","Montréal",0.396292,4406,1919,23.95,66.86,9.19,34.3,33.5,0,9.66,0,0,0.78,88.51,1.04,0,34.9,2.3,1125,48.44,33847,45.63,41.57,11.96,58.31,11.55,88.45,4.1,87.43,12.57,12.3,54.19,13.35,5.5,1.57,2.09,10.99,224606,257373,654,653,11118.0644575212,11.1180644575212
"610","4620610.06","0610.06","462","Montréal",0.352932,2792,1069,19.14,66.55,14.31,37.9,37.6,0.47,0,7.01,0,3.27,88.79,0.47,0,29.58,2.6,720,34.03,47659,24.41,48.28,11.57,56.7,24.54,75.46,4.7,85.65,14.35,16.67,71.3,8.8,2.31,0,0.93,0,348978,471261,755,791,7910.87234934775,7.91087234934775
"611","4620825.05","0825.05","462","Montérégie",1.76028,5008,2071,16.17,63.47,20.36,42.3,42.5,33.01,2.17,5.06,13.25,1.2,45.3,0,0,29.95,2.4,1435,19.51,59366,16.08,37.84,6,35.81,57.8,42.2,5.8,95.61,4.39,8.52,68.13,6.81,4.14,5.6,4.87,1.95,290148,293390,819,860,2845.0019315109,2.8450019315109
"612","4620826.02","0826.02","462","Montérégie",1.71407,4681,1739,15.15,60.94,23.8,44.3,46.6,71.63,0,11.17,4.87,0.29,12.03,0,0,18.1,2.7,1450,15.17,82005,7.72,33.98,2.68,34.76,90.41,9.59,7.3,96.52,3.48,2.62,81.63,12.24,2.92,0.58,0,0,323623,328652,932,880,2730.92697497768,2.73092697497768
"613","4620638.04","0638.04","462","Laval",0.847294,6331,3003,16.9,71.01,12.16,37.8,36.2,5.63,1.32,4.97,0.5,0.17,87.09,0.33,0,40.5,2.1,1635,28.13,42867,26.62,33.31,9.47,36.97,18.67,81.33,4.3,90.18,9.82,11.96,68.44,13.46,4.15,0.33,0.66,1,349103,354182,714,741,7472.02269814256,7.47202269814256
"614","4620641.01","0641.01","462","Laval",1.39986,8489,3659,13.13,64.43,22.5,43.4,40.6,14.36,15.73,2.74,1.64,3.69,61.7,0.14,0,40.03,2.1,2015,21.84,51857,17.69,29.83,8.45,29.17,36.75,63.25,4.6,94.26,5.74,13.37,41.47,26.74,6.82,1.36,2.05,8.19,309817,317521,810,841,6064.17784635606,6.06417784635606
"615","4620641.02","0641.02","462","Laval",1.31987,3431,1547,14.14,70.85,15.01,39.9,37.4,41.75,45.63,2.59,0,3.24,6.8,0,0,37.54,2.2,930,12.37,69248,10.51,31.23,5.86,25.34,70.16,29.84,5.3,94.41,5.59,25.33,21.71,3.62,0.66,5.26,21.71,21.71,299568,316742,949,881,2599.49843545198,2.59949843545198
"616","4620657.01","0657.01","462","Laval",1.95267,3695,1489,15.29,65.36,19.08,42.6,44.6,61.41,4.7,1.01,8.39,1.34,22.48,0.67,0,26.85,2.5,1080,19.91,66909,10.31,21.96,3.27,18.28,78.98,21.02,6.3,97.64,2.36,18.31,51.53,6.1,9.15,11.86,2.03,1.02,268729,266028,848,833,1892.28082574116,1.89228082574116
"617","4620657.02","0657.02","462","Laval",1.58608,5805,2143,17.48,67.1,15.5,40.7,43.1,63.4,0,10.26,6.06,0.23,20.05,0,0,18.93,2.7,1735,18.44,73864,7.67,21.63,0.94,22.49,81.71,18.29,6.6,97.22,2.78,2.78,58.1,14.81,17.82,5.09,0.93,0.46,276044,284643,801,832,3659.96671038031,3.65996671038031
"618","4620860.01","0860.01","462","Montérégie",1.71193,6335,2424,17.52,63.61,18.78,41.4,43.4,50.41,0,9.92,24.79,0.41,14.46,0,0,20.87,2.6,1910,17.8,70695,9.31,24.86,2.53,24.31,81.61,18.39,6.6,97.11,2.89,3.3,75.67,9.28,5.98,2.89,2.89,0,255785,261550,674,746,3700.50177285286,3.70050177285286
"619","4620860.02","0860.02","462","Montérégie",1.24292,3826,1562,18.43,63.92,17.65,40.8,40.8,42.36,0,4.14,12.1,2.87,38.54,0,0,28.21,2.4,1090,23.39,60843,16.86,27.76,7.07,23.23,54.4,45.6,5.9,93.16,6.84,29.51,60.66,6.89,2.95,0,0,0,300832,309416,858,875,3078.23512374087,3.07823512374087
"620","4620863.01","0863.01","462","Montérégie",1.447,3438,1456,16.13,57.85,26.02,45.7,48.2,54.45,4.11,8.22,1.37,1.03,30.82,0,0,33.33,2.3,955,13.61,88269,7.36,16.34,2.38,13.52,64.57,35.43,6.7,98.34,1.66,42.95,48.52,4.26,2.3,0.66,0.66,0.66,500606,564457,900,900,2375.95024187975,2.37595024187975
"621","4620855.01","0855.01","462","Montérégie",8.14188,5124,1992,17.85,63.51,18.63,41.9,44.5,72.11,0,18.59,1.51,0,7.79,0,0,17.84,2.6,1615,16.72,93013,3.8,10.15,1.07,5.86,94.74,5.26,7.6,99,1,16.83,64.32,5.78,4.02,2.76,1.76,4.52,300623,315486,870,992,629.338678536161,0.629338678536161
"622","4620863.02","0863.02","462","Montérégie",1.96859,6280,3045,12.1,55.41,32.4,50,52.2,16.39,38.69,6.72,2.95,1.97,32.79,0.49,0,49.92,1.9,1480,18.58,66475,12.2,12.28,1.06,8.75,50.67,49.33,5.1,98,2,28.93,31.27,9.87,15.05,3.68,4.85,6.35,400601,464243,884,941,3190.10052880488,3.19010052880488
"623","4620870.01","0870.01","462","Montérégie",1.0368,3552,1537,19.58,66.2,14.51,38.7,38.8,1.61,0,10,10,0.65,77.74,0,0,31.6,2.3,995,31.16,53530,18.95,14.37,2.65,20.64,31.7,68.3,5.1,93.14,6.86,11.76,77.45,4.58,1.96,0.65,1.31,2.29,240409,290027,770,770,3425.92592592593,3.42592592592593
"624","4620870.02","0870.02","462","Montérégie",0.611247,2268,1004,15.42,64.32,20.26,42.3,42.5,40.39,0,2.96,0,1.48,55.17,0,0,33.33,2.3,635,20.47,54682,16.96,19.79,4.42,23.53,44.61,55.39,5.5,93.6,6.4,15.76,72.91,7.88,2.46,0.99,0,0,259524,271910,741,803,3710.44765863882,3.71044765863882
"625","4620871.01","0871.01","462","Montérégie",0.761438,3741,1762,14.44,64.44,21.12,43.6,44.4,27.89,5.63,3.66,1.13,2.82,58.59,0.28,0,39.49,2.1,1020,24.51,46677,22.25,21.93,6.01,23.01,35.53,64.47,5.1,95.14,4.86,12.03,68.77,11.46,5.73,0.57,0.57,0.86,259866,283832,744,758,4913.07237096126,4.91307237096126
"626","4620871.02","0871.02","462","Montérégie",0.50353,2006,830,15.67,63.43,20.9,42.8,43.9,43.03,0,10.91,0,0,46.06,0,0,27.11,2.4,590,17.8,64704,9.2,20.25,1.25,21.75,64.67,35.33,6.2,97.6,2.4,4.19,88.02,4.19,1.8,0,1.8,0,275406,278803,759,778,3983.87385061466,3.98387385061466
"627","4620661.01","0661.01","462","Laval",5.83506,9616,3545,19.6,69.68,10.71,37.7,38.5,59.1,1.69,11.85,5.22,2.54,19.32,0.14,0.14,20.31,2.7,2805,18.18,82240,7.3,22.44,2.9,25.8,84.83,15.17,6.5,96.07,3.93,10.28,23.66,18.87,12.25,6.9,14.51,13.52,296618,299778,809,897,1647.96934393134,1.64796934393134
"628","4620676.01","0676.01","462","Lanaudière",1.58335,3542,1382,14.67,61.78,23.41,45.1,48.1,76.36,0,2.91,0,3.27,17.45,0,0,23.1,2.5,1035,16.91,77824,8.69,6.21,0.87,6.37,79.14,20.86,7.2,99.28,0.72,34.66,58.12,2.53,2.89,0.72,1.08,0,265936,285160,724,757,2237.02908390438,2.23702908390438
"629","4620876.01","0876.01","462","Montérégie",0.744505,3817,1582,22.02,65.4,12.58,36.3,35.2,21.52,0,0,0,0.32,78.16,0,0,29.97,2.4,1030,30.1,42610,32.23,28.7,13.64,31.95,23.38,76.62,4.8,93.52,6.48,12.04,70.37,11.42,3.7,1.85,0,0.62,279457,278690,749,762,5126.89639424853,5.12689639424853
"630","4620676.02","0676.02","462","Lanaudière",1.34336,2843,1127,13.91,60.56,25.7,45.4,49.7,87.17,0,7.52,0.44,2.65,1.77,0.44,0,17.7,2.5,915,13.11,79968,3.53,5.42,0.54,7.58,95.11,4.89,7.4,99.11,0.89,6.73,87.89,2.69,0,0.9,0.9,0.9,250638,267198,843,963,2116.33515959981,2.11633515959981
"631","4620676.03","0676.03","462","Lanaudière",1.20315,2407,923,14.73,59.96,24.9,45.4,48.7,89.25,0,9.68,0,0,0.54,0.54,0,15.68,2.6,775,13.55,79680,3.74,10.46,0.84,9.62,97.3,2.7,7.1,98.91,1.09,7.61,91.3,1.09,0,0,0,0,249906,251974,0,0,2000.58180609234,2.00058180609234
"632","4620676.04","0676.04","462","Lanaudière",1.73535,3275,1172,15.57,61.07,23.21,44.7,47.6,95.73,0,2.56,0,0.85,0.85,0,0,14.04,2.7,1005,10.95,87424,4.16,7.06,0,8.67,96.19,3.81,7.6,98.31,1.69,5.56,83.33,7.69,1.28,1.28,0.85,0,259344,279718,732,573,1887.22736047483,1.88722736047483
"633","4620687.01","0687.01","462","Lanaudière",3.24499,4473,1678,17.9,67.9,14.32,40.4,42.7,72.54,0,12.24,0,1.79,13.43,0,0,16.96,2.6,1365,13.92,86016,7.01,9.94,0.69,12.36,83.23,16.77,7,98.2,1.8,3.59,32.63,35.03,12.28,5.39,9.88,1.2,275733,291417,784,853,1378.43259917596,1.37843259917596
"634","4620704.01","0704.01","462","Laurentides",1.81406,4717,2296,14.21,69.35,16.54,41.1,40.5,22.99,0.22,2.6,9.76,1.52,62.47,0.43,0,38.34,2,1315,27,50322,16.56,5.57,0.32,4.83,44.25,55.75,5.2,97.17,2.83,12.36,50.76,20.17,9.11,2.82,1.3,3.47,250285,271836,723,738,2600.24475485927,2.60024475485927
"635","4620070.01","0070.01","462","Montréal",0.270179,2002,1290,7,88,5,37.6,35.4,0,90.77,0,0,0.38,8.85,0,0,58.14,1.6,495,7.07,82432,12.5,26.3,4.22,28.29,57.75,42.25,3.4,94.98,5.02,10.85,2.71,1.16,6.59,16.67,23.64,38.37,400927,472794,1343,1427,7409.90232401482,7.40990232401482
"636","4620647.02","0647.02","462","Laval",1.66415,7426,3171,13.2,55.96,30.84,48,50.4,21.73,24.41,3.94,5.67,5.35,38.58,0.31,0,38.33,2.2,1910,17.28,51315,19.7,43.76,7.04,30.07,55.5,44.5,4.9,92.04,7.96,19.04,26.88,21.92,11.68,5.76,10.72,4,295670,316146,810,910,4462.33813057717,4.46233813057717
"637","4620649.01","0649.01","462","Laval",1.50639,2628,960,15.02,64.45,20.34,42.9,44.2,27.98,0,36.27,0,1.04,34.72,0,0,21.88,2.7,760,17.11,61440,15.4,52.13,5.38,28.94,67.55,32.45,6.3,89.89,10.11,9.47,54.74,25.79,5.79,2.11,0,2.11,348823,407749,791,844,1744.56813972477,1.74456813972477
"638","4620649.02","0649.02","462","Laval",1.33312,5437,1969,15.18,62.83,22.08,43.1,44.3,27.81,0,34.44,3.06,2.55,32.14,0,0,19.8,2.8,1590,19.5,54421,18.58,51.86,4.19,27.56,67.84,32.16,6,91.69,8.31,9.77,64.16,18.8,3.76,1.25,2.26,0,300945,338053,743,743,4078.4025444071,4.0784025444071
"639","4620655.01","0655.01","462","Laval",1.49378,4206,1706,15.2,70.19,14.73,41.9,43.9,70.06,0.58,4.36,1.45,6.98,15.7,0.87,0,29.03,2.4,1165,21.89,64683,11.92,11.71,1.45,9.07,77.52,22.48,6.1,96.82,3.18,46.26,17.24,11.49,8.91,6.9,5.75,3.45,234643,246626,764,809,2815.67566843846,2.81567566843846
"640","4620655.02","0655.02","462","Laval",2.55764,6656,2489,18.5,68.8,12.71,39.6,41.4,66.8,0,11.87,2.82,7.04,11.27,0.2,0,23.54,2.6,1895,18.47,72064,9.52,23.61,1.83,20.34,80.96,19.04,6.3,97.19,2.81,21.49,29.12,19.88,11.24,12.45,3.41,2.41,250439,262676,725,772,2602.39908665801,2.60239908665801
"641","4620069.02","0069.02","462","Montréal",0.267233,1469,911,8.84,87.41,3.4,34.3,32,0,87.43,0,0.55,0,12.02,0,0,56.04,1.6,355,14.08,75827,14.33,29.31,7.93,24.48,57.38,42.62,3.5,96.7,3.3,3.28,1.09,0,1.09,2.19,0,92.35,345495,372023,1147,1170,5497.07558572482,5.49707558572482
"642","4620751.02","0751.02","462","Montérégie",3.85365,7825,2784,20.51,67.41,12.08,38.4,39.9,80.4,0,3.06,4.68,0.72,10.79,0,0.36,17.06,2.8,2315,12.74,91166,5.28,18.15,1.8,15.12,92.82,7.18,7.1,98.2,1.8,7.9,27.65,11.13,10.41,10.59,24.78,7.54,289071,320815,1058,1045,2030.54247272067,2.03054247272067
"643","4620756.03","0756.03","462","Montérégie",35.8456,7097,2470,20.85,65.77,13.38,38.8,41.4,91.3,0,3.04,1.01,1.01,2.23,0.2,1.21,14.17,2.9,2135,10.3,102855,4.65,18.05,1.9,18.83,94.94,5.06,7.7,97.57,2.43,8.1,16.6,21.86,17,18.83,12.55,5.06,359202,424684,931,931,197.988037583413,0.197988037583413
"644","4620850.01","0850.01","462","Montérégie",4.26352,10324,3736,24.75,65.76,9.54,35,35.9,63.9,0,10.96,1.6,0.4,23.13,0,0,17.8,2.8,3055,13.91,99296,3.94,5.5,0.68,5.3,87.27,12.73,7.1,97.99,2.01,2.41,21.58,12.73,15.95,8.18,22.52,16.62,299305,313955,970,971,2421.47333658573,2.42147333658573
"645","4620070.02","0070.02","462","Montréal",0.367675,3334,2034,4.2,94.29,1.65,32.1,30.1,0,95.33,0,0,0,4.67,0,0,61.82,1.5,645,6.2,71270,13.93,26.7,7.79,28.69,51.46,48.54,3.1,95.11,4.89,7.58,1.47,0,0.49,1.96,20.05,68.46,299921,327318,1380,1361,9067.79084789556,9.06779084789556
"646","4620889.01","0889.01","462","Montérégie",1.41769,2611,1278,12.43,54.11,33.65,50.2,53.4,33.33,0,2.35,1.96,5.49,56.47,0.39,0,47.27,1.9,645,23.26,53632,16.42,3.93,0.41,2.06,41.53,58.47,5.4,98.39,1.61,27.13,54.66,7.69,3.64,2.83,0.81,3.24,300956,345887,777,784,1841.72844556991,1.84172844556991
"647","4620889.02","0889.02","462","Montérégie",4.0899,2859,1246,15.73,61.89,22.38,43.4,45.2,60.24,0.4,8.43,0,0.8,30.12,0,0,28,2.3,885,16.38,79258,5.07,7.16,1.19,5.11,77.48,22.52,6.8,100,0,10.73,57.85,6.51,8.43,2.3,7.28,6.9,319497,314959,805,876,699.039096310423,0.699039096310423
"648","4620889.03","0889.03","462","Montérégie",3.41646,4993,1974,14.41,56.96,28.43,48.2,51.8,75.95,0,5.32,0,5.82,12.66,0.25,0,26.08,2.4,1435,14.29,86460,4.42,7.27,0.88,2.86,85.17,14.83,7.2,98.97,1.03,35.64,44.87,5.64,5.38,3.59,4.36,0.51,315341,360194,790,864,1461.45425381828,1.46145425381828
"649","4620732.04","0732.04","462","Laurentides",59.5413,3824,1563,16.99,64.05,18.95,43.7,47.5,88.78,0,1.28,0,4.17,4.17,1.6,0,24.92,2.4,1155,11.26,71196,11.72,3.06,0.53,1.33,84.03,15.97,6.9,98.08,1.92,32.27,21.41,13.1,8.63,8.63,10.54,5.43,296197,321548,651,773,64.2243283233655,0.0642243283233655
"650","4620069.01","0069.01","462","Montréal",0.448389,3959,1973,10.73,78.66,10.48,38.8,35.7,0.25,63.98,0,10.58,0.25,24.69,0,0.25,42.78,1.9,985,11.68,71822,23.42,38.24,8.78,43.32,58.73,41.27,4,94.42,5.58,5.36,4.59,25,9.44,22.19,30.61,2.81,393557,422046,1401,1260,8829.38698317755,8.82938698317755
"651","4620853.02","0853.02","462","Montérégie",21.3671,5692,2151,21.33,65.5,13.17,38.6,40.3,67.13,0,7.69,1.63,1.4,13.05,0.47,8.62,22.56,2.6,1645,16.41,86682,5.47,5.02,0.81,3.49,87.44,12.56,6.9,99.07,0.93,5.35,26.98,16.28,21.4,22.33,4.19,3.49,274942,301261,776,741,266.390853227626,0.266390853227626
"652","4620854.01","0854.01","462","Montérégie",2.92754,5619,1997,15.93,58.9,25.18,45,48,91.75,0,0.5,0,1,6.75,0,0,16.5,2.7,1665,10.51,122304,2.89,11.17,0.93,4,92.04,7.96,8.6,100,0,24.01,55.45,11.14,4.21,1.98,1.98,1.24,428824,493535,813,946,1919.35891567664,1.91935891567664
"653","4620854.02","0854.02","462","Montérégie",21.5147,5931,2252,16.19,64,19.9,43.4,47.3,90,3.56,0.67,0,1.11,4.44,0.22,0,15.74,2.6,1895,10.03,111808,3.29,6.16,0.25,3.63,94.89,5.11,8.2,98.89,1.11,4.43,58.09,19.51,7.32,4.21,4.21,2.22,356172,438504,742,880,275.671982412025,0.275671982412025
"654","4620901.01","0901.01","462","Montérégie",2.58301,4919,2263,14.53,65.14,20.33,42.9,44,45.03,0,1.32,2.21,3.53,47.46,0.22,0.22,36.28,2.1,1390,20.14,62117,11.32,3.81,0.74,2.64,57.52,42.48,5.9,97.79,2.21,13.5,42.92,12.61,14.6,8.85,3.98,3.54,250864,276684,755,747,1904.36738533726,1.90436738533726
"655","4620901.02","0901.02","462","Montérégie",1.82706,4401,1775,17.27,64.55,18.18,41.9,44,81.46,0,0.84,1.4,3.09,12.64,0.56,0,22.54,2.5,1350,12.96,79411,6.94,4.13,0.33,1.34,83.15,16.85,7.1,98.88,1.12,9.83,61.52,14.04,10.96,0,1.97,1.69,268412,280105,703,724,2408.78788873929,2.40878788873929
"656","4620287.01","0287.01","462","Montréal",0.552699,6641,3056,22.82,67.62,9.56,35.2,35.3,3.93,3.6,0.16,0,4.09,88.22,0,0,46.81,2.2,1485,23.91,36315,35.68,57.15,20.44,71.84,19.64,80.36,3.6,78.72,21.28,25.25,30.98,16.89,10.82,3.44,7.05,5.57,299690,322696,618,674,12015.581718078,12.015581718078
"657","4620287.02","0287.02","462","Montréal",1.14013,4642,1739,19.05,58.88,22.07,42.1,42.5,35.63,0.29,2.01,0.57,3.16,58.33,0,0,31.32,2.6,1190,17.23,62613,18.45,46.8,6.3,39.13,52.42,47.58,5.9,90.6,9.4,22.73,44.03,12.78,6.53,8.24,3.69,1.99,599353,634613,857,832,4071.46553463202,4.07146553463202
"658","4620290.03","0290.03","462","Montréal",0.657575,4171,1734,16.31,66.43,17.27,41,41.7,11.24,0,5.19,8.93,0.29,74.35,0,0,28.53,2.4,1215,29.63,55347,15.83,40.5,5.31,37.54,54.6,45.4,5.1,92.24,7.76,3.16,22.7,41.67,24.14,5.46,2.01,0.86,269559,319621,789,795,6343.00269931187,6.34300269931187
"659","4620290.04","0290.04","462","Montréal",2.91574,6889,2445,18,68.29,13.64,38.9,38.9,38.11,0,20.08,2.25,3.89,35.66,0,0,19.43,2.8,1950,24.87,67568,12.34,32.9,2.54,38.68,70.76,29.24,6,90.16,9.84,11.25,17.79,38.45,16.16,3.89,6.34,6.13,324739,340094,802,831,2362.69351862649,2.36269351862649
"660","4620326.03","0326.03","462","Montréal",1.36021,4976,1906,17.99,65.43,16.68,39.7,39.4,0,0.26,6.05,14.21,60.26,19.21,0,0,27.56,2.6,1355,26.2,52672,20.44,42.5,8.23,47.4,36.41,63.59,4.8,88.16,11.84,13.26,72.15,5.57,8.49,0,0.53,0,449167,448789,837,857,3658.25865123768,3.65825865123768
"661","4620383.01","0383.01","462","Montréal",1.77831,3232,1047,19.35,50.31,30.5,46.4,47.8,22.6,11.06,31.73,0,21.63,12.98,0,0,27.75,2.7,760,15.79,73856,14.21,40.72,3.95,13.08,65.07,34.93,6.5,96.15,3.85,55.56,36.71,5.8,0,0,0,1.93,488577,538882,1172,1113,1817.45589914019,1.81745589914019
"662","4620383.02","0383.02","462","Montréal",1.55241,8002,3844,14.63,48.25,37.19,49.9,53.1,5.33,69.44,2.34,15.34,0.39,7.15,0,0,39.66,2.1,2275,14.07,60467,17.69,42.35,7.31,13.3,53.51,46.49,4.9,93.24,6.76,5.59,38.1,32.77,7.41,8.45,4.16,3.51,425753,514358,1029,1106,5154.56612621666,5.15456612621666
"663","4620410.01","0410.01","462","Montréal",0.897507,5540,2072,18.86,63.09,18.05,40.3,39.9,19.32,15.94,12.08,0,20.29,31.88,0.48,0,25.54,2.7,1505,19.27,57504,21.95,50.32,8.4,52.35,51.81,48.19,5.4,87.95,12.05,49.64,29.64,9.16,6.99,1.69,1.45,1.45,401136,432923,794,810,6172.65380659984,6.17265380659984
"664","4620734.04","0734.04","462","Laurentides",24.6761,3662,1492,16.67,71.04,12.3,39.7,41.7,66.22,3.68,2.68,0,6.69,20.07,0.67,0,23.15,2.5,1120,14.73,74752,7.92,1.96,0,1.26,73.99,26.01,6.4,97.97,2.03,10.58,21.84,21.84,22.53,5.12,6.83,11.26,259791,283401,749,810,148.402705451834,0.148402705451834
"665","4620734.05","0734.05","462","Laurentides",33.2127,7337,2728,24.4,68.98,6.54,33.7,34.7,58.82,0,4.04,0,18.38,18.57,0.18,0,19.6,2.7,2175,13.79,95279,4.91,4.98,0.47,4.51,77.41,22.59,6.7,98.18,1.82,2.37,1.82,1.82,13.32,26.09,16.24,38.32,349561,358583,900,907,220.909471376913,0.220909471376913
"666","4620594.01","0594.01","462","Montréal",0.41198,2704,1330,16.82,64.14,19.22,42.2,43.2,0,0,3.01,0,0,96.99,0,0,44.74,2,695,27.34,44828,23.38,42.07,10.33,34.87,19.48,80.52,4.2,92.48,7.52,10.11,65.92,19.1,4.12,0.75,0,0,280424,366050,699,714,6563.42540900044,6.56342540900044
"667","4620594.02","0594.02","462","Montréal",8.2536,7448,3372,14.36,60.6,25.1,45.8,47.9,5.04,17.93,9.93,9.63,3.41,54.07,0,0,36.15,2.2,2075,17.83,60818,12.22,29.9,5.73,24.03,58.46,41.54,4.9,94.36,5.64,5.04,39.32,32.64,13.35,7.86,1.78,0,320582,343954,785,805,902.394106813996,0.902394106813996
"668","4620610.07","0610.07","462","Montréal",0.566397,4301,1621,13.36,44.6,41.81,52.7,58.1,2.15,28.22,3.07,1.84,0.61,64.11,0,0,43.21,2,845,42.6,33190,39.67,36.2,7.82,47.7,17.7,82.3,4.2,89.78,10.22,12.96,62.35,17.9,2.78,0.93,2.47,0.62,299112,316102,651,659,7593.61366673905,7.59361366673905
"669","4620632.03","0632.03","462","Laval",4.32903,5970,1831,10.64,53.43,35.93,51.6,55,55.62,0,6.58,4.11,0.82,32.88,0,0,24.8,2.5,1370,13.87,78023,7.14,26.11,2.28,17.42,72.95,27.05,6.6,96.99,3.01,2.46,40.16,47.27,6.01,1.09,1.09,1.91,390370,406796,753,849,1379.06182216339,1.37906182216339
"670","4620647.01","0647.01","462","Laval",0.313069,3001,1881,4,37.33,58.83,63.5,68.7,0,94.41,0,0,0,5.59,0,0,52.66,1.6,870,8.05,53210,15.5,22.13,1.94,10.19,57.18,42.82,4,97.91,2.09,2.34,57.55,25,10.94,3.65,0.52,0,300150,322801,993,955,9585.74627318578,9.58574627318578
